Q28,Q39_Part_1,Q39_Part_2,Q39_Part_3,Q39_Part_4,Q39_Part_5,Q39_Part_6,Q39_Part_7,Q39_Part_8,Q39_Part_9,Q39_OTHER,Q40_Part_1,Q40_Part_2,Q40_Part_3,Q40_Part_4,Q40_Part_5,Q40_Part_6,Q40_Part_7,Q40_Part_8,Q40_Part_9,Q40_Part_10,Q40_Part_11,Q40_OTHER
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,Coursera,edX,,DataCamp,Fast.ai,Udacity,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,, GitHub , Personal blog ,,,,,Other,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,, Kaggle ,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,edX,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
They all had a similarly enjoyable developer experience,,,, GitHub , Personal blog ,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,Udacity,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,,,,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,,,,Udacity,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,,,
, Plotly Dash ,,, GitHub ,,, Colab ,,,,Coursera,edX,Kaggle Learn Courses,,,Udacity,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,,,,,,,,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,,, Colab ,,,,,,,,,,,,,,None,
,,,, GitHub ,, Kaggle , Colab ,,,,,,,,,,,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,,,Fast.ai,,Udemy,,,,,
,,,, GitHub ,,,,,,,,edX,,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,Udacity,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,LinkedIn Learning,,,,Other
,,,, GitHub ,,, Colab ,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,Coursera,,,,,Udacity,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Fast.ai,,,,,,,
,,,,,,,,,,,,edX,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
 Amazon Web Services (AWS) ,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,Fast.ai,,,LinkedIn Learning,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,edX,,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,, Kaggle ,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,,DataCamp,,Udacity,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,,edX,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,Fast.ai,Udacity,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,, GitHub , Personal blog , Kaggle , Colab ,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,,,,,,,,edX,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,,,Other
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,edX,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
They all had a similarly enjoyable developer experience,,,, GitHub ,,, Colab ,,,Other,,,Kaggle Learn Courses,,Fast.ai,,,,,,,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,,,,,,,Udemy,,,,,
 IBM Cloud / Red Hat ,,,, GitHub ,, Kaggle ,,,,,Coursera,,,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,edX,,,,Udacity,,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,DataCamp,,Udacity,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,,,,,,,I do not share my work publicly,,,edX,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,,,,,,,,Other,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,Fast.ai,Udacity,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,, Streamlit ,, GitHub ,, Kaggle , Colab ,,,,Coursera,edX,Kaggle Learn Courses,,Fast.ai,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,Udacity,,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,,edX,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,, GitHub ,,,,,,,,,,,,,,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Other,,,,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, Shiny ,,,,edX,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,, Kaggle ,,,,Other,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,DataCamp,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,Fast.ai,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
 IBM Cloud / Red Hat ,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,, Kaggle ,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,DataCamp,,,,,,,,
,,,,,,,,,,,Coursera,,,,,Udacity,Udemy,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,, Shiny ,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,, GitHub ,,,,,,,,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
 Google Cloud Platform (GCP) ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,LinkedIn Learning,,,,Other
They all had a similarly enjoyable developer experience,,,, GitHub ,,, Colab ,,,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,Other
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,,, Colab ,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,, Kaggle ,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,Fast.ai,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,edX,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,,,, Kaggle ,, Shiny ,,,Coursera,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 IBM Cloud / Red Hat , Plotly Dash ,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,, Kaggle , Colab ,,,,Coursera,edX,Kaggle Learn Courses,,,,,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,,,,,,,,Other,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,, GitHub ,, Kaggle ,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
 Microsoft Azure ,,,, GitHub , Personal blog , Kaggle ,, Shiny ,,,Coursera,,Kaggle Learn Courses,DataCamp,Fast.ai,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,Udacity,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,, GitHub ,,, Colab ,,,,Coursera,edX,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,, Colab ,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,Other
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,Fast.ai,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,edX,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,, GitHub ,,, Colab ,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,edX,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
 Microsoft Azure ,,,, GitHub ,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
 Google Cloud Platform (GCP) ,,,, GitHub ,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,,,,Udacity,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,,,,,,,Coursera,edX,,DataCamp,,Udacity,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,Coursera,,,DataCamp,Fast.ai,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Microsoft Azure ,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,, GitHub ,, Kaggle ,,,,,,edX,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,edX,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,Fast.ai,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,DataCamp,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,,,Udacity,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,,,,,,,
,,,, GitHub ,,,,,,,,,,,,,,,,,None,
,,,, GitHub ,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,,,,,,,,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
None were satisfactory,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
 Amazon Web Services (AWS) ,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,,,Fast.ai,Udacity,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,, Streamlit ,, GitHub ,, Kaggle ,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,, Kaggle ,,,,,,,,DataCamp,,,Udemy,,,,,
 Microsoft Azure ,,,, GitHub , Personal blog ,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
